track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,num_artists,release_type
Kaléidoscope 2,Bernard Parmegiani,spotify:track:44Ce8z1Iq6i4YfsxPoribK,0.304,0.555,11,-12.4,1,0.0411,0.633,0.787,0.0782,0.156,94.877,262880,4,43.11183,10,0,1,album
"Le damnation de Faust, Op. 24: Rákóczi March",Hector Berlioz,spotify:track:7DntMfWcztVDZTjPOQyYAD,0.426,0.275,9,-16.654,1,0.032,0.972,0.878,0.106,0.603,105.225,261160,4,24.89973,12,0,3,compilation
I'd Rather Be With You,Joshua Radin,spotify:track:0FdQ98kOrGCnheoeZWayZm,0.574,0.481,1,-12.306,1,0.0353,0.0717,0.0003,0.113,0.228,81.582,169213,4,35.67454,6,1,1,album
I Think I'm In Love With You,Jessica Simpson,spotify:track:34PsixEmIceg39NpaYxBsH,0.715,0.815,9,-5.867,1,0.0576,0.0689,0.0,0.233,0.804,106.001,197693,4,23.49583,8,1,1,album
Don't Matter,Akon,spotify:track:7I6DceMT3utDOHjcYCbrr4,0.798,0.443,2,-6.062,1,0.0403,0.244,0.0,0.326,0.354,125.232,293053,4,29.04636,14,1,1,album
Dietro casa,Ludovico Einaudi,spotify:track:1NNrdT3dU1hHmyVSLdV7JO,0.385,0.0944,8,-28.817,1,0.0581,0.986,0.869,0.0994,0.0289,103.808,233467,4,45.16532,11,0,1,album
"Twist, Nail, Torture",Astarte,spotify:track:72azgoY5nPVjpkI5AnO30Q,0.31,0.98,9,-5.903,0,0.071,3.05e-06,0.514,0.137,0.094,166.064,271933,4,38.30773,11,0,1,compilation
Low Pressure Zone,Clubroot,spotify:track:0xLmLMC5phGgyrq2c5bAfc,0.478,0.349,11,-12.641,0,0.0371,0.337,0.908,0.124,0.0776,139.981,214160,4,41.91553,9,0,1,album
Halle Berry (She's Fine),Hurricane Chris Featuring SupaSTAAR,spotify:track:63XXvHR6FfiRDk5lKNNCMI,0.709,0.744,11,-5.905,0,0.134,0.0119,0.0,0.0609,0.508,145.112,281480,4,22.3177,12,1,2,album
Meanwhile Back At The Ranch,The Clark Family Experience,spotify:track:2NpEN6jlCVuUBAJoptmaSF,0.585,0.84,7,-6.109,1,0.0324,0.0649,0.0,0.367,0.534,94.944,179467,4,18.12,8,1,1,album
Sheena Is A Punk Rocker,The Vandals,spotify:track:46A2izIc1SrawwyysXMati,0.361,0.982,0,-2.01,1,0.275,0.0241,0.00035,0.33,0.36,145.736,135867,4,35.36464,6,0,1,album
Break Down Here,Julie Roberts,spotify:track:1xsGrsVJwG9zel8pefzVeo,0.649,0.501,1,-8.129,1,0.0304,0.144,0.0,0.0996,0.221,126.035,245493,4,39.30119,10,1,1,album
Sonic Heroes,Crush 40,spotify:track:0wZAQokPco04V9a9oOvm4M,0.312,0.924,10,-5.738,1,0.0833,3.57e-05,1.48e-05,0.105,0.465,188.226,208360,4,18.30565,11,0,1,compilation
Austin,Blake Shelton,spotify:track:2WQAknZHrJAEQOFXe0F44P,0.605,0.609,7,-7.063,1,0.0278,0.188,0.0,0.0982,0.275,119.914,230333,4,40.549,10,1,1,album
She's Not Just A Pretty Face,Shania Twain,spotify:track:5xh0pLWWOuHiHsqvIX8JpH,0.565,0.878,9,-4.388,1,0.0385,0.0431,0.0,0.365,0.451,98.985,229027,4,54.63931,8,1,1,album
New Day,Patti LaBelle,spotify:track:3uxXquDyiqlkXNchJYQjge,0.742,0.477,1,-4.403,1,0.0379,0.0722,5.84e-06,0.0911,0.594,95.19,199840,4,20.39367,12,1,1,album
Piece Of Me,Britney Spears,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,212107,4,28.94398,9,1,1,album
American Pie,Madonna,spotify:track:1vo6TY0FyLRBTXohxvflhJ,0.631,0.734,5,-7.48,0,0.036,0.348,0.0,0.135,0.591,124.036,273533,4,41.05767,12,1,1,compilation
"Awful, Beautiful Life",Darryl Worley,spotify:track:5uqbTKo8Ogq1sBQ3u940Xz,0.627,0.777,2,-6.91,1,0.0322,0.0189,1.09e-06,0.173,0.643,112.599,232800,4,35.66354,11,1,1,album
Collagen Rock (demo),Mclusky,spotify:track:7DbtjrzsHu8hQsuQktK3G5,0.512,0.982,11,-5.101,1,0.151,0.00473,0.0,0.0713,0.127,120.574,178587,4,21.21405,8,0,1,album
Excuse Me Miss,JAY-Z,spotify:track:0ZHu7jkSSrT0eK4OxuG4O5,0.699,0.862,6,-5.531,1,0.29,0.0304,0.0,0.0884,0.885,92.861,281240,4,39.42346,12,1,1,album
Turn My Swag On,Soulja Boy Tell'em,spotify:track:6ATrsVaZT7XjkCynxM8cTS,0.546,0.712,3,-3.104,0,0.0269,0.000969,0.0,0.406,0.489,150.154,206333,4,34.85991,9,1,1,album
Seu mal / Moon da lua / Metal leve,Lulu Santos,spotify:track:2JiNF2UR8CcQYMRavhlqyx,0.4,0.732,9,-9.946,1,0.0486,0.0006,0.00212,0.104,0.788,120.036,370333,4,50.82655,18,0,1,album
Y mi banda toca el rock,Laura Pausini,spotify:track:41hSfMnJEpBrvLFxytOngb,0.711,0.822,2,-5.062,1,0.0863,0.0348,0.0,0.0914,0.692,103.736,225533,4,20.52375,11,0,1,album
Men In Black,Forever The Sickest Kids,spotify:track:52d1CVjEhfJF3xf8Y1dr3C,0.698,0.859,5,-5.45,0,0.0976,0.0051,0.0,0.128,0.678,111.045,185800,4,33.08447,10,0,1,album
Samovar,The Dreadnoughts,spotify:track:5uoWdMOke4jG5OCOQ1NbVx,0.549,0.976,9,-4.73,1,0.0829,0.00102,0.000504,0.227,0.461,97.093,210720,4,29.76924,11,0,1,album
Tum Bin Jaon Kahan,Hariharan,spotify:track:4u59BL6bp6Xl78sY2Xsv84,0.734,0.359,11,-14.531,0,0.0268,0.232,0.864,0.0864,0.698,109.981,242800,4,21.20642,10,0,1,single
Self Destruct (Live),Nausea,spotify:track:6S7nrJEPRdRobUAB7as2tf,0.454,0.925,6,-5.78,1,0.0727,0.000744,0.517,0.144,0.478,88.438,140240,4,74.4553,6,0,1,album
Tempting Time,Animals As Leaders,spotify:track:3TwKLIOl2hIPDE7z7rvOH3,0.17,0.931,1,-5.176,0,0.0832,2.38e-05,0.915,0.165,0.102,170.097,323933,4,118.36804,9,0,1,album
Remember,Trans-Siberian Orchestra,spotify:track:2KsUNNRu4VUwvRuv5S2mU8,0.507,0.385,0,-8.279,1,0.0297,0.859,0.0382,0.0945,0.136,134.614,205000,4,39.28183,11,0,1,album
Mighty Disco King - Radio Mix,Megastylez,spotify:track:0XAWlUKcOzBb3mYDbENYnL,0.643,0.801,4,-7.774,0,0.0356,0.023,0.613,0.343,0.762,143.99,206000,4,32.12268,10,0,1,compilation
Heartless,Kris Allen,spotify:track:4gwDrsXJPXfCAYFbpUjeCW,0.577,0.747,10,-4.675,0,0.052,0.133,0.0,0.141,0.502,94.954,222333,4,22.93863,9,1,1,album
The Sprig of Thyme: No. 6. The cuckoo,John Rutter,spotify:track:0uG5kQ57Aeks1vHfQnAXjk,0.271,0.0442,1,-26.772,1,0.049,0.983,0.0424,0.0935,0.0488,131.029,152093,4,40.62539,6,0,6,album
Frosthauch,Neun Welten,spotify:track:7uAG64VzhjGIXhyTOJiKgS,0.557,0.238,4,-12.889,0,0.0256,0.829,0.975,0.102,0.35,77.967,246133,4,50.25268,11,0,1,album
I'm Alive,Kenny Chesney With Dave Matthews,spotify:track:12Nri9FR6o4Gpmrll3O2rW,0.564,0.244,3,-11.149,1,0.0329,0.758,0.000607,0.106,0.346,78.076,197627,4,33.73216,11,1,2,album
Body Language,Jesse McCartney Featuring T-Pain,spotify:track:7lT9KJpfzMTNi9702WuNI8,0.643,0.748,0,-4.467,1,0.0364,0.0309,0.0,0.154,0.538,161.435,219213,4,18.00857,10,1,1,album
Whatchulookinat,Whitney Houston,spotify:track:7Kt3rCH3VPNDDJq3iq7v16,0.676,0.878,11,-3.66,0,0.148,0.0587,0.0,0.509,0.533,105.014,213440,4,40.8453,8,1,1,album
The Boys Of Summer,The Ataris,spotify:track:5BmagRD7Thki6O1zZwbxBy,0.251,0.954,6,-2.879,1,0.0691,0.000674,0.000132,0.0975,0.264,191.059,258000,4,24.57698,12,1,1,album
Collapse,XE-NONE,spotify:track:3eSzI7C7jww1IDksWXurmK,0.359,0.926,6,-2.564,0,0.0568,0.000927,0.0254,0.117,0.326,160.038,352500,4,36.41732,20,0,1,album
When You're Gone,Avril Lavigne,spotify:track:54JKnDB3CzVu8wNAOM27BI,0.458,0.719,4,-3.921,0,0.0323,0.189,0.0,0.228,0.168,142.032,240493,4,41.56714,8,1,1,album
Rock House,Twaang,spotify:track:5wCK2aI09TP0nlBjv54o3c,0.647,0.967,2,-2.715,1,0.116,0.196,0.504,0.284,0.539,99.987,186427,4,28.24596,7,0,1,album
I Can't Take You Anywhere,Scotty Emerick With Toby Keith,spotify:track:0lzcNtphdk0YXXVr4KvFws,0.733,0.751,4,-5.761,1,0.0311,0.262,0.0,0.0532,0.814,107.105,214200,4,48.06799,9,1,1,album
Working On A Dream,Bruce Springsteen,spotify:track:08QZBupqwLXOalOpgiTi5e,0.555,0.772,0,-7.292,1,0.025,0.000462,0.0,0.22,0.711,110.481,208947,4,50.40773,10,1,1,album
One Song Glory,Adam Pascal,spotify:track:6Bp80mBzCSf3XAy31Qo7fA,0.648,0.475,6,-7.301,1,0.118,0.201,0.0,0.127,0.267,143.599,166840,4,34.80108,8,0,1,compilation
Breed To Breathe - Live,Napalm Death,spotify:track:5SRUljUmfqsZiAAsMi74T6,0.303,0.999,2,-4.678,1,0.145,0.000317,0.323,0.947,0.0394,119.984,179120,3,31.96545,8,0,1,compilation
Ring around the Moon,Elephant Revival,spotify:track:4m0MxfIXvKBe3cATug1PUg,0.419,0.362,5,-9.383,1,0.0279,0.656,0.00943,0.0918,0.341,79.963,260547,4,56.15778,10,0,1,album
Nothing Else Matters,Carl Henry,spotify:track:19vcAPfKWO8S7RyX5hEBFn,0.6,0.455,1,-7.676,0,0.0642,0.0909,0.0,0.133,0.591,77.091,219253,4,25.16319,11,0,1,compilation
Icky Thump,The White Stripes,spotify:track:09QZAEmdbq28OaNyqTOEvY,0.424,0.632,9,-7.243,1,0.0922,0.021,0.0117,0.0545,0.356,97.694,254533,4,42.52066,12,1,1,album
Fire Burning,Sean Kingston,spotify:track:2oENJa1T33GJ0w8dC167G4,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973,239987,4,24.88845,8,1,1,album
"Lights, Camera, Action!",Mr. Cheeks,spotify:track:36gOOIQaBwXZVKL5z2vC3Z,0.792,0.93,1,-6.32,1,0.0693,0.115,0.0,0.292,0.812,105.505,261027,4,39.73957,13,1,1,album
Keep Holding On,Glee Cast,spotify:track:36EjGAZQMh8QFx7gdESSgr,0.311,0.637,7,-6.303,1,0.0347,0.175,0.0,0.483,0.102,160.745,244333,3,34.82896,9,1,1,album
Forgive,Rebecca Lynn Howard,spotify:track:6ry1WIweLN1nlQTNIYZ0JB,0.612,0.461,7,-5.698,1,0.0317,0.0441,0.0,0.103,0.232,134.281,238573,4,34.7227,10,1,1,album
Rock 'N Roll Is King,The Carburetors,spotify:track:0txjeclTnYY1saSl7spsFY,0.359,0.865,7,-8.612,1,0.0442,5.99e-05,0.0164,0.0699,0.783,190.172,250080,4,24.38193,12,0,1,album
Because Of You,Reba McEntire Duet With Kelly Clarkson,spotify:track:3f3omU8n47Mqyab5nCaGyT,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,219493,4,39.06201,9,1,1,album
Pork And Beans,Weezer,spotify:track:7wclPheMJAUKn2njmO2s3A,0.599,0.624,6,-6.622,1,0.0339,0.0109,8.06e-06,0.158,0.706,119.838,189400,4,34.26945,9,1,1,album
"The Beast and Dragon, Adored",Spoon,spotify:track:0BGkmV4Sjl61ct6dcmQgK7,0.677,0.51,5,-6.087,1,0.0363,0.069,0.000199,0.378,0.423,127.131,258440,4,47.27295,12,0,1,album
Lovers Rock,Billy T Band,spotify:track:6ovsuo5hcSGYY1bEG7kfCV,0.588,0.556,5,-7.657,0,0.0342,0.662,0.0122,0.11,0.625,117.079,257973,4,41.03262,14,0,1,album
Moonstruck,Lalu,spotify:track:7AktiDkh9TUPdkaPIit57d,0.138,0.91,6,-5.869,0,0.146,0.000137,0.00534,0.135,0.076,183.828,261387,4,47.43733,16,0,1,album
Tere Dar Pe Aya Hoon (remastered),Talat Mahmood,spotify:track:0tzWJ0nf2VRFzxixw0kkmg,0.265,0.183,8,-22.961,0,0.0486,0.985,0.851,0.11,0.577,80.74,183999,4,58.47059,8,0,1,album
"Corinne, Corinna",Larz-Kristerz,spotify:track:62kxVPrBJkBa9br4YCwtdo,0.563,0.704,7,-5.451,1,0.0274,0.441,0.0,0.287,0.587,116.072,156827,4,44.69837,8,0,1,album
Suffering You,16Volt,spotify:track:0HzbDl381rdXtSOaJk20eH,0.509,0.904,7,-3.686,1,0.0579,2.61e-05,0.716,0.334,0.611,141.949,187520,4,19.92387,6,0,1,album
Runaway,Love And Theft,spotify:track:3x5VSzCT9x9LB6uPomLZXs,0.606,0.804,1,-4.386,0,0.0416,0.153,0.0,0.117,0.653,140.496,229760,4,41.69627,10,1,1,album
Water No Get Enemy - Edit,Fela Kuti,spotify:track:43ile6cBzr9uaC4bJf6J3N,0.645,0.924,10,-7.697,0,0.0569,0.107,0.0266,0.0982,0.89,90.852,591707,4,45.99133,20,0,1,compilation
Find You're Gone,Wolfsheim,spotify:track:13OoB5BIXincTLw8GcjbNT,0.694,0.834,5,-4.469,0,0.041,0.0188,0.0839,0.0807,0.845,120.021,263133,4,31.74872,9,0,1,album
Pravus,Meshuggah,spotify:track:1P8g3xrrKDZ8rQ6ESX3LS2,0.455,0.995,5,-5.194,1,0.0592,9.3e-06,0.863,0.697,0.166,133.086,310480,4,44.033,11,0,1,album
All Falls Down,Adelitas Way,spotify:track:3Fi7TFbkTlr1vvBP1mFuYg,0.497,0.725,2,-5.296,0,0.0265,0.00338,5.39e-06,0.134,0.284,134.987,233360,4,42.79016,9,0,1,album
Santa Fe,Adam Pascal,spotify:track:2TN1LttjDusbg3hzeH9MzJ,0.697,0.56,9,-6.926,1,0.121,0.594,1.71e-06,0.112,0.448,157.521,207640,3,33.67072,9,0,4,compilation
Fabulous,Jaheim Featuring Tha Rayne,spotify:track:7A1uqFLf1ZogDxxQZDoZHK,0.657,0.464,4,-7.573,0,0.0614,0.548,0.0,0.161,0.598,75.982,227067,4,37.16102,8,1,2,album
For You,Staind,spotify:track:464HG7mt7NNKtKY0Hco8Y8,0.318,0.958,10,-2.683,1,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200,4,38.36981,11,1,1,album
The Truth,Jason Aldean,spotify:track:25rV6ArwFMht49oONoqSLQ,0.496,0.577,9,-5.305,1,0.0257,0.234,2.4e-06,0.109,0.381,143.014,238413,4,42.26902,12,1,1,album
Save Me,Shinedown,spotify:track:23SlyxzUtQtExgEButcOtR,0.524,0.816,11,-3.49,0,0.0308,0.00044,0.0,0.0777,0.252,116.026,213933,4,33.76876,8,1,1,album
Memory Lane,H2O,spotify:track:2y8X7WgVaWriFl5IJhkVSS,0.605,0.933,11,-5.051,0,0.06,0.000399,0.0,0.106,0.402,101.07,207133,4,36.74254,10,0,1,album
Rehab,Amy Winehouse,spotify:track:1L5tZi0izXsi5Kk5OJf4W0,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,213760,4,29.94703,12,1,1,album
Take My Breath Away,Jessica Simpson,spotify:track:7AHZb0GnILBBitj0MxObO5,0.568,0.607,7,-6.006,1,0.0271,0.252,0.0,0.25,0.405,99.692,195347,4,50.09753,8,1,1,album
Dirty Love,Division Of Laura Lee,spotify:track:5x6UOJnAnxMC6qZ0gVdNSV,0.365,0.976,6,-3.481,1,0.0538,0.00174,0.561,0.223,0.668,148.093,191588,4,27.79839,13,0,1,compilation
Supermegalithic,Half the World,spotify:track:3D4s9xeAHnDjxCbTsJDizG,0.472,0.975,4,-4.191,1,0.171,0.009,4.11e-06,0.318,0.371,119.243,239853,4,25.93249,9,0,1,album
Lucky 4 You (Tonight I'm Just Me),SHeDAISY,spotify:track:1mpWPva1J4iAzM6mvfeSCF,0.566,0.718,7,-6.371,1,0.0292,0.206,0.0,0.223,0.503,148.139,240600,4,35.88652,9,1,1,album
Creature Feature,Satan's Pilgrims,spotify:track:2wvuhqCgw0FWITPhcKIsYq,0.474,0.777,4,-6.946,1,0.0361,0.139,0.833,0.0969,0.448,133.13,280253,4,20.25595,9,0,1,album
Ticks,Brad Paisley,spotify:track:736KP0gdltJQWPKk0wVL7l,0.623,0.79,4,-6.316,1,0.0283,0.0312,3.77e-05,0.106,0.718,94.433,273160,4,24.5084,11,1,1,album
"Ma, I Don't Love Her",Clipse Featuring Faith Evans,spotify:track:3VbPE4nMEkIB9PWWquCSGB,0.802,0.757,6,-3.152,0,0.271,0.4,0.0,0.0389,0.922,97.181,257493,4,63.19312,12,1,2,album
Be With You,Enrique Iglesias,spotify:track:1lZ4j5WBURBwZ0M5TT46wP,0.69,0.871,1,-5.484,0,0.0329,0.0359,0.000843,0.0347,0.561,121.984,220160,4,42.31468,9,1,1,album
Stupid Girl,Cold,spotify:track:40u9RFyKQfXwpPjFzK1bGO,0.43,0.868,0,-4.44,1,0.0639,0.000119,0.000389,0.0836,0.164,138.805,189853,3,28.8868,11,1,1,album
Häie - Folk Aesthetic Version,Tenhi,spotify:track:5icna4wXzgURBOshT7cbON,0.15,0.0275,10,-17.912,1,0.04,0.987,0.941,0.0921,0.0324,74.843,254427,3,32.50827,14,0,1,album
Walk Away (Remember Me),Paula DeAnda Featuring The DEY,spotify:track:0Sc9UwBpChiRKRF8DKvWKZ,0.672,0.585,0,-5.797,1,0.0582,0.192,0.0,0.156,0.834,77.998,238160,4,40.82894,11,1,2,album
The Trooper - 1998 Remaster,Iron Maiden,spotify:track:5MdzI3rWBZIVl4IdZtlWdA,0.288,0.857,4,-6.77,0,0.0641,0.0215,0.0631,0.713,0.69,161.918,250680,4,37.07876,13,0,1,compilation
Jay Jay Ma,Govind Das,spotify:track:0NFBmozSCsuhrpABEY4WfI,0.274,0.414,9,-10.147,0,0.0279,0.105,1.86e-06,0.141,0.148,98.225,252827,4,33.18505,10,0,2,album
On the River,Nigel Eaton,spotify:track:35MdvfWnGUK25u0FSe72kd,0.444,0.384,9,-15.618,0,0.0377,0.782,0.961,0.0712,0.258,92.891,257173,3,49.00916,12,0,1,album
Weak And Powerless,A Perfect Circle,spotify:track:7gDVjl5fEw2OPAtjbW4LzR,0.483,0.841,1,-7.494,0,0.0523,0.000172,0.861,0.108,0.129,159.747,195133,3,36.73689,9,1,1,album
Special Needs,Placebo,spotify:track:2h0HkReHGCQPOEDZXEMcTO,0.301,0.571,8,-10.152,0,0.0332,0.00082,0.8,0.0851,0.0412,178.084,315987,4,43.14694,13,0,1,album
Purest Of Pain (A Puro Dolor),Son By Four,spotify:track:6RUa3ZwZYnJnNgZxtIYJR9,0.593,0.939,7,-3.431,1,0.0616,0.45,1.33e-05,0.109,0.743,134.108,247480,4,38.51149,9,1,2,single
Station Waggin,Pretty Balanced,spotify:track:0ZKumbInmGR4KooEtKkiSx,0.731,0.634,10,-10.956,1,0.0425,0.647,0.000201,0.0876,0.659,90.52,169880,4,30.06264,8,0,1,album
Bendix 1: The Tomorrow People,Raymond Scott,spotify:track:2VRPZo2QBfnY9JKxgtDg66,0.579,0.391,6,-18.39,0,0.914,0.938,0.0,0.246,0.683,101.459,66693,3,6.73588,3,0,1,album
True Friend,Hannah Montana,spotify:track:322E3pHVE4THhniKjNLTY9,0.657,0.778,4,-5.004,1,0.0329,0.0014,0.000314,0.131,0.591,98.017,189173,4,30.73726,10,1,1,album
Photograph,Nickelback,spotify:track:3hb2ScEVkGchcAQqrPLP0R,0.513,0.877,8,-3.756,1,0.0292,0.000932,0.000163,0.136,0.389,145.919,258920,4,56.84924,11,1,1,album
"Booboo Man (Mama, Look at Bubu)",Lord Melody,spotify:track:3rHOHPInR6nI6bfBGJTBPh,0.46,0.461,10,-15.288,0,0.42,0.765,0.0,0.122,0.801,96.569,262813,4,43.3771,12,0,1,compilation
Rock You Baby,Toby Keith,spotify:track:1hDyukwpyJ9H5QBZoIs0Dm,0.519,0.57,6,-6.772,0,0.029,0.163,0.0,0.144,0.17,154.093,241760,4,49.83334,10,1,1,album
There She Goes,Sixpence None The Richer,spotify:track:43z6scIZU2QcEieMQFAJRG,0.498,0.789,10,-5.724,1,0.0319,0.000856,5.83e-06,0.104,0.455,120.176,164280,4,29.92569,7,1,1,album
Merciless Onslaught,Metal Church,spotify:track:05g88rY76FUxXlTMmCEk8V,0.279,0.966,8,-14.235,0,0.0568,0.000546,0.783,0.0694,0.141,147.957,176000,4,40.88873,6,0,1,compilation
Blessed,Martina McBride,spotify:track:0nGzwlShUTBEQePuzMoUjN,0.587,0.629,7,-7.439,1,0.0424,0.183,0.0,0.0686,0.425,114.993,276600,4,39.80868,13,1,1,compilation
First Breath After Coma,Explosions In The Sky,spotify:track:619bPJZXSzqYi5vysR51Sa,0.328,0.479,4,-13.336,1,0.0313,0.0185,0.682,0.268,0.0569,119.596,574000,4,36.97853,22,0,1,album
El vacilon,7th Poet,spotify:track:5ZTjBClIl6dURzTo3ku69K,0.838,0.832,4,-6.507,0,0.149,0.387,0.0,0.24,0.964,90.027,203573,4,33.73327,9,0,1,album
Prom Queen,Lil Wayne Featuring Shanell AKA SNL,spotify:track:1WGguXX9FkzBHeLb5ISfgg,0.514,0.876,7,-4.828,1,0.0625,3.52e-05,2.56e-05,0.17,0.365,144.035,217400,4,20.1212,10,1,2,album
Last Wave,Jeff Greinke,spotify:track:3xE2uc5Es7oGviqf65wpqt,0.065,0.23,11,-17.236,0,0.0442,0.978,0.925,0.0955,0.0384,62.16,627013,4,26.8173,32,0,1,album
Hands Clean,Alanis Morissette,spotify:track:3NmAPSJMgKo4bqoUbO1qcB,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,269400,4,64.50208,9,1,1,compilation
Psycho,Puddle Of Mudd,spotify:track:3e2KBwxibC1rq4bA5TNKW2,0.573,0.897,1,-3.549,1,0.0553,0.00473,0.0,0.278,0.463,126.034,210653,4,25.40819,9,1,1,album
Until We Bleed (feat. Lykke Li),Kleerup,spotify:track:4R9tl76Nf4xr8GMhcpaNDm,0.642,0.756,9,-5.526,0,0.0617,0.305,0.252,0.0825,0.525,120.016,264040,4,47.77681,13,0,2,single
Game Over (Flip),Lil' Flip,spotify:track:79lmvU7Qmc8QpXilbSk37z,0.813,0.59,8,-8.998,1,0.378,0.00106,5.07e-05,0.0809,0.602,159.961,232467,4,38.94443,8,1,1,album
I Wanna Do It All,Terri Clark,spotify:track:56sAXFMfTagQGl5KOxvdxt,0.626,0.886,4,-4.787,1,0.034,0.0668,0.0,0.118,0.782,132.905,173333,4,30.81479,10,1,1,album
Skull Creek Logger,The Wages of Sin,spotify:track:6ZGdCZ2kyGgEXx5PjCji2Y,0.411,0.9,0,-4.079,1,0.0805,0.0319,0.0577,0.131,0.921,162.003,211213,4,57.437,7,0,1,album
Bad Attitude,Darkthrone,spotify:track:2a9ZwbOpnfAx1WGq6JPp14,0.144,0.983,9,-1.258,1,0.0914,0.0479,1.6e-05,0.0361,0.577,188.972,107067,4,27.50289,7,0,1,single
Turn My Headphones Up,Sinking Ships,spotify:track:2PcO7PL7a5CGnDtT2pgXau,0.324,0.924,7,-3.349,1,0.114,3.01e-05,0.000325,0.231,0.419,86.456,142200,4,78.13033,4,0,1,compilation
Crazy,Gnarls Barkley,spotify:track:2N5zMZX7YeL1tico8oQxa9,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182066,4,23.04284,9,1,1,album
Wait A Minute,Ray J Featuring Lil' Kim,spotify:track:7xwFOVYwBuLvFquLyfooRp,0.89,0.701,7,-4.954,1,0.205,0.0681,0.0,0.243,0.728,100.018,227267,4,18.71484,9,1,2,album
All I Ever Wanted,Chuck Wicks,spotify:track:6RKrORavcsGPPrkRzkU14H,0.538,0.773,11,-4.659,1,0.0281,0.0268,0.0,0.0829,0.611,94.053,207333,4,18.90371,14,1,1,album
What Am I Gonna Do,Tyrese,spotify:track:7FFQsnjzumC6eyCXRFPQ2f,0.69,0.475,10,-4.702,0,0.052,0.275,0.0,0.0951,0.536,145.597,280000,4,40.01115,17,1,1,album
Like A Pimp,David Banner Featuring Lil' Flip,spotify:track:0DW5anNzTO7h0OlKqFsVQ6,0.851,0.848,7,-5.136,1,0.181,0.00472,0.0,0.0783,0.897,144.092,254707,4,24.75047,11,1,2,album
Livin' Our Love Song,Jason Michael Carroll,spotify:track:5NhZkLMccDVhxocmVHDu4G,0.488,0.855,7,-3.417,1,0.0399,0.287,0.0,0.132,0.799,148.971,231467,4,22.76559,13,1,1,album
Gardermoen,Julia Kent,spotify:track:1WEGB2t1ZYHjQODNPaiftb,0.434,0.148,7,-20.672,0,0.0367,0.847,0.873,0.126,0.0939,127.997,250587,4,32.51601,10,0,1,album
Work That,Mary J. Blige,spotify:track:3j59mQGu5USFF16v8nPNmw,0.795,0.582,5,-4.472,1,0.068,0.03,2.76e-05,0.0806,0.627,93.107,210587,4,19.35307,10,1,1,album
Holy Water,Big & Rich,spotify:track:4qCGe8cM5ycEKcPJdRyk3m,0.536,0.765,0,-1.991,1,0.0277,0.0451,6.97e-06,0.344,0.456,94.677,256813,4,31.7809,11,1,1,album
Badd,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,spotify:track:1Epb6Kfe3GTgKrrWs1Y4Wy,0.585,0.697,1,-6.126,0,0.357,0.0339,0.0,0.255,0.402,133.177,225187,5,31.4295,10,1,3,album
Grounded,Approaching Nirvana,spotify:track:4o7K8Mb3ww0NnerXuZ2VuK,0.279,0.259,0,-11.694,1,0.0317,0.522,0.763,0.302,0.0364,118.228,176968,3,45.08377,7,0,1,album
Boyfriend #2,Pleasure P,spotify:track:3taIcgVjePRzkdz0ZmJbOi,0.648,0.767,8,-5.052,1,0.0608,0.0219,0.0,0.19,0.796,141.906,207400,4,40.13089,7,1,1,album
Na Mohabbat Na Dosti (Waqt Rukta Nahin Kisi Ke Liye) - Phir Aayee Barsaat / Soundtrack Version,Jagjit Singh,spotify:track:6ni7w5q6Et96s4vBqbXLfL,0.537,0.526,10,-11.005,1,0.0278,0.508,0.000571,0.83,0.594,98.155,309200,4,45.66119,10,0,1,album
The Black Cat - Alt. Take,London After Midnight,spotify:track:6IQVEjfLUChdMjeUm2guMO,0.628,0.671,5,-6.273,1,0.0271,0.000623,0.762,0.11,0.291,112.016,231333,3,40.20114,12,0,1,album
Tattoo,Jordin Sparks,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,0.566,0.766,2,-5.036,1,0.0399,0.431,0.0,0.101,0.547,168.005,233467,4,38.62764,9,1,1,album
Fat Lip,Sum 41,spotify:track:4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,178267,4,40.7393,9,1,1,album
The Way I Loved You,Taylor Swift,spotify:track:5P4wWhUYWM0IaVYLuZxdar,0.433,0.7,5,-3.709,1,0.0336,0.0408,0.0,0.115,0.398,160.927,244227,4,25.23044,13,1,1,album
I Saw God Today,George Strait,spotify:track:7maV3I3KQNYpsOWYTOhGqn,0.588,0.587,3,-6.89,1,0.0302,0.599,0.0,0.162,0.381,147.897,203200,4,55.44742,8,1,1,album
